,Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Color,Order Date,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
1783,1784,42,Male,Handbag,Accessories,49,Ohio,Lavender,6/17/2023,3.3,No,Free Shipping,No,No,30,Credit Card,Monthly
1784,1785,32,Male,Backpack,Accessories,31,Louisiana,Yellow,6/17/2023,4.8,No,Standard,No,No,4,Debit Card,Quarterly
1785,1786,47,Male,Gloves,Accessories,29,Iowa,Peach,6/17/2023,4.1,No,Next Day Air,No,No,22,Venmo,Monthly
1786,1787,45,Male,Jacket,Outerwear,34,Maryland,Brown,6/17/2023,4.6,No,2-Day Shipping,No,No,22,Venmo,Monthly
1787,1788,20,Male,Sweater,Clothing,38,Montana,Gold,6/17/2023,4.9,No,2-Day Shipping,No,No,10,Bank Transfer,Quarterly
1788,1789,66,Male,Blouse,Clothing,41,Illinois,Pink,6/17/2023,3.1,No,Store Pickup,No,No,23,Cash,Bi-Weekly
1789,1790,52,Male,Blouse,Clothing,34,Arizona,Peach,6/17/2023,3,No,2-Day Shipping,No,No,43,Debit Card,Quarterly
1790,1791,50,Male,Gloves,Accessories,26,North Carolina,Violet,6/17/2023,3.7,No,Store Pickup,No,No,31,PayPal,Bi-Weekly
1791,1792,62,Male,Jeans,Clothing,98,Montana,Purple,6/17/2023,4,No,Store Pickup,No,No,38,Cash,Annually
1792,1793,38,Male,Sneakers,Footwear,59,Iowa,Peach,6/17/2023,3,No,Express,No,No,22,Debit Card,Every 3 Months
1793,1794,65,Male,Hat,Accessories,92,Iowa,White,6/17/2023,3.8,No,Store Pickup,No,No,45,Cash,Every 3 Months
1794,1795,60,Male,Backpack,Accessories,40,Ohio,Indigo,6/17/2023,3.7,No,Express,No,No,21,Debit Card,Fortnightly
1795,1796,68,Male,Jeans,Clothing,20,Wisconsin,Violet,6/17/2023,4,No,2-Day Shipping,No,No,9,Debit Card,Fortnightly
1796,1797,62,Male,Skirt,Clothing,35,South Carolina,Brown,6/17/2023,3.1,No,Store Pickup,No,No,34,Venmo,Weekly
1797,1798,62,Male,Belt,Accessories,35,Oregon,Maroon,6/17/2023,3.9,No,2-Day Shipping,No,No,26,Venmo,Weekly
1798,1799,40,Male,Dress,Clothing,82,North Dakota,Magenta,6/18/2023,3.7,No,Express,No,No,1,Cash,Weekly
1799,1800,32,Male,Hoodie,Clothing,48,California,Charcoal,6/18/2023,3.9,No,Express,No,No,47,Venmo,Weekly
1800,1801,22,Male,Coat,Outerwear,58,Mississippi,Indigo,6/18/2023,2.7,No,Express,No,No,30,Credit Card,Weekly
1801,1802,33,Male,Sweater,Clothing,57,New Jersey,Turquoise,6/18/2023,3.9,No,Express,No,No,48,Debit Card,Fortnightly
1802,1803,57,Male,Shorts,Clothing,96,Rhode Island,Turquoise,6/18/2023,2.6,No,Store Pickup,No,No,31,Venmo,Bi-Weekly
1803,1804,60,Male,Sneakers,Footwear,97,New Hampshire,Gray,6/18/2023,3.5,No,Free Shipping,No,No,33,Venmo,Fortnightly
1804,1805,30,Male,Sweater,Clothing,42,Louisiana,Peach,6/18/2023,4.4,No,Next Day Air,No,No,39,Credit Card,Weekly
1805,1806,41,Male,T-shirt,Clothing,62,Arizona,Gold,6/18/2023,4.9,No,Store Pickup,No,No,46,Debit Card,Weekly
1806,1807,58,Male,Handbag,Accessories,67,Rhode Island,Green,6/18/2023,3.9,No,Standard,No,No,24,Venmo,Annually
1807,1808,34,Male,Sneakers,Footwear,46,Vermont,Gold,6/19/2023,3.5,No,Standard,No,No,37,Venmo,Fortnightly
1808,1809,67,Male,Jacket,Outerwear,71,Tennessee,Lavender,6/19/2023,4.3,No,Next Day Air,No,No,7,Debit Card,Monthly
1809,1810,58,Male,Backpack,Accessories,99,Alaska,Blue,6/19/2023,3.4,No,Free Shipping,No,No,6,Debit Card,Fortnightly
1810,1811,41,Male,Jeans,Clothing,28,Maryland,Magenta,6/19/2023,2.7,No,Standard,No,No,16,Cash,Bi-Weekly
1811,1812,42,Male,Belt,Accessories,77,Wisconsin,Blue,6/19/2023,3.6,No,Standard,No,No,33,Bank Transfer,Annually
1812,1813,50,Male,Boots,Footwear,63,Nevada,Blue,6/19/2023,4.9,No,Express,No,No,18,PayPal,Bi-Weekly
1813,1814,40,Male,Shorts,Clothing,62,Illinois,Olive,6/19/2023,3.5,No,Free Shipping,No,No,24,PayPal,Weekly
1814,1815,32,Male,Jeans,Clothing,92,Montana,White,6/19/2023,3.8,No,Free Shipping,No,No,24,Cash,Quarterly
1815,1816,51,Male,Shoes,Footwear,72,New Mexico,White,6/19/2023,4.5,No,2-Day Shipping,No,No,48,Credit Card,Every 3 Months
1816,1817,26,Male,Hat,Accessories,79,Virginia,Purple,6/19/2023,4,No,Express,No,No,4,Cash,Weekly
1817,1818,32,Male,T-shirt,Clothing,27,Delaware,White,6/19/2023,4.7,No,Free Shipping,No,No,20,Cash,Weekly
1818,1819,58,Male,Sunglasses,Accessories,39,North Carolina,White,6/19/2023,3.8,No,Express,No,No,47,Debit Card,Every 3 Months
1819,1820,51,Male,Socks,Clothing,86,Nevada,Peach,6/19/2023,4.5,No,Next Day Air,No,No,50,Cash,Quarterly
1820,1821,19,Male,Shirt,Clothing,94,Washington,Gold,6/19/2023,5,No,Express,No,No,31,PayPal,Monthly
1821,1822,57,Male,Shorts,Clothing,53,Maine,Teal,6/19/2023,2.8,No,Express,No,No,29,PayPal,Quarterly
1822,1823,66,Male,Shirt,Clothing,85,Connecticut,Cyan,6/20/2023,4.4,No,Standard,No,No,4,Cash,Annually
1823,1824,62,Male,Socks,Clothing,50,Louisiana,Pink,6/20/2023,4.7,No,Free Shipping,No,No,40,Bank Transfer,Bi-Weekly
1824,1825,58,Male,Pants,Clothing,47,Illinois,Magenta,6/20/2023,3.8,No,Express,No,No,31,Cash,Monthly
1825,1826,23,Male,Boots,Footwear,75,South Dakota,Pink,6/20/2023,4.9,No,Next Day Air,No,No,41,Credit Card,Weekly
1826,1827,45,Male,T-shirt,Clothing,60,Indiana,Turquoise,6/20/2023,4.2,No,Express,No,No,44,Debit Card,Annually
1827,1828,20,Male,T-shirt,Clothing,36,Vermont,Pink,6/20/2023,4.9,No,2-Day Shipping,No,No,31,Bank Transfer,Weekly
1828,1829,33,Male,Coat,Outerwear,80,New Hampshire,Gray,6/20/2023,3.9,No,Express,No,No,45,Cash,Every 3 Months
1829,1830,30,Male,Hat,Accessories,96,Oregon,White,6/20/2023,4.9,No,2-Day Shipping,No,No,50,Credit Card,Quarterly
1830,1831,50,Male,Sunglasses,Accessories,80,Kansas,Blue,6/20/2023,4.8,No,Express,No,No,7,Venmo,Annually
1831,1832,62,Male,Blouse,Clothing,71,Maine,Cyan,6/20/2023,3.3,No,Free Shipping,No,No,5,Bank Transfer,Every 3 Months
1832,1833,69,Male,Jewelry,Accessories,29,Louisiana,Blue,6/20/2023,4.6,No,Free Shipping,No,No,48,Cash,Monthly
1833,1834,34,Male,Jewelry,Accessories,53,Louisiana,Yellow,6/21/2023,4.5,No,2-Day Shipping,No,No,19,PayPal,Fortnightly
1834,1835,49,Male,Skirt,Clothing,35,Indiana,Charcoal,6/21/2023,4.1,No,2-Day Shipping,No,No,39,Venmo,Fortnightly
1835,1836,65,Male,Scarf,Accessories,75,Kentucky,Lavender,6/21/2023,3.2,No,2-Day Shipping,No,No,45,Credit Card,Quarterly
1836,1837,66,Male,Pants,Clothing,52,South Carolina,Teal,6/21/2023,4.2,No,2-Day Shipping,No,No,35,Credit Card,Monthly
1837,1838,41,Male,Hat,Accessories,77,Montana,Beige,6/21/2023,4.8,No,Free Shipping,No,No,8,Venmo,Monthly
1838,1839,37,Male,Gloves,Accessories,24,Vermont,Blue,6/21/2023,4.1,No,Next Day Air,No,No,11,Credit Card,Quarterly
1839,1840,32,Male,Shirt,Clothing,78,Mississippi,Purple,6/21/2023,3.7,No,Store Pickup,No,No,32,Cash,Annually
1840,1841,42,Male,Sandals,Footwear,98,Wyoming,Gold,6/21/2023,2.6,No,Store Pickup,No,No,46,Bank Transfer,Every 3 Months
1841,1842,31,Male,Socks,Clothing,57,Vermont,Blue,6/22/2023,3,No,Standard,No,No,7,PayPal,Every 3 Months
1842,1843,61,Male,Handbag,Accessories,78,Alabama,Black,6/22/2023,4.4,No,Express,No,No,1,Debit Card,Annually
1843,1844,36,Male,Jacket,Outerwear,76,Kentucky,Charcoal,6/22/2023,4.7,No,Next Day Air,No,No,32,Credit Card,Monthly
1844,1845,60,Male,Shorts,Clothing,26,South Dakota,Purple,6/22/2023,2.7,No,2-Day Shipping,No,No,31,Credit Card,Annually
1845,1846,51,Male,Sandals,Footwear,78,Delaware,Orange,6/22/2023,2.8,No,2-Day Shipping,No,No,39,Bank Transfer,Quarterly
1846,1847,68,Male,Scarf,Accessories,53,Wisconsin,Yellow,6/22/2023,2.9,No,Standard,No,No,9,Venmo,Quarterly
1847,1848,46,Male,Sandals,Footwear,100,Arizona,Cyan,6/22/2023,4.4,No,Free Shipping,No,No,49,Credit Card,Weekly
1848,1849,19,Male,Jeans,Clothing,73,Maine,Yellow,6/22/2023,2.7,No,Express,No,No,34,Cash,Every 3 Months
1849,1850,30,Male,Skirt,Clothing,40,New Mexico,Maroon,6/22/2023,4.5,No,Store Pickup,No,No,35,Bank Transfer,Monthly
1850,1851,51,Male,Gloves,Accessories,76,Wyoming,Black,6/22/2023,2.8,No,Store Pickup,No,No,50,Debit Card,Weekly
1851,1852,28,Male,Skirt,Clothing,80,Delaware,Lavender,6/23/2023,3.1,No,Free Shipping,No,No,4,Bank Transfer,Fortnightly
1852,1853,41,Male,Sweater,Clothing,80,Pennsylvania,Violet,6/23/2023,3.8,No,Store Pickup,No,No,32,Cash,Weekly
1853,1854,29,Male,Blouse,Clothing,67,North Dakota,Olive,6/23/2023,2.9,No,Express,No,No,11,PayPal,Fortnightly
1854,1855,25,Male,Sweater,Clothing,61,Kentucky,Teal,6/23/2023,3.8,No,Express,No,No,49,Credit Card,Annually
1855,1856,60,Male,Shirt,Clothing,76,Rhode Island,Teal,6/23/2023,4.7,No,Standard,No,No,9,Cash,Annually
1856,1857,63,Male,Jewelry,Accessories,55,Arizona,Beige,6/23/2023,3.2,No,Free Shipping,No,No,30,PayPal,Bi-Weekly
1857,1858,51,Male,T-shirt,Clothing,85,Colorado,Maroon,6/23/2023,4,No,Next Day Air,No,No,33,Cash,Monthly
1858,1859,22,Male,Scarf,Accessories,69,Maine,Peach,6/23/2023,4.9,No,2-Day Shipping,No,No,8,Debit Card,Annually
1859,1860,54,Male,Belt,Accessories,26,New Jersey,Beige,6/23/2023,3.7,No,Store Pickup,No,No,29,Debit Card,Fortnightly
1860,1861,18,Male,T-shirt,Clothing,64,Kansas,Silver,6/23/2023,4.8,No,Next Day Air,No,No,4,Credit Card,Monthly
1861,1862,29,Male,Sneakers,Footwear,60,South Dakota,Peach,6/24/2023,3.6,No,Standard,No,No,19,Debit Card,Monthly
1862,1863,59,Male,Gloves,Accessories,36,New Hampshire,Turquoise,6/24/2023,4.6,No,Express,No,No,10,PayPal,Fortnightly
1863,1864,25,Male,Sandals,Footwear,21,Connecticut,Orange,6/24/2023,4.3,No,2-Day Shipping,No,No,39,Debit Card,Monthly
1864,1865,19,Male,Backpack,Accessories,72,Wyoming,Cyan,6/24/2023,3.2,No,2-Day Shipping,No,No,21,Venmo,Quarterly
1865,1866,56,Male,Pants,Clothing,62,Missouri,Silver,6/24/2023,3.8,No,Store Pickup,No,No,12,Bank Transfer,Monthly
1866,1867,31,Male,T-shirt,Clothing,44,Alaska,Gold,6/24/2023,4.2,No,Standard,No,No,9,Credit Card,Fortnightly
1867,1868,45,Male,Skirt,Clothing,52,Delaware,Brown,6/24/2023,3.4,No,2-Day Shipping,No,No,20,Venmo,Quarterly
1868,1869,23,Male,Gloves,Accessories,58,Indiana,Silver,6/24/2023,4.7,No,Next Day Air,No,No,44,Cash,Fortnightly
1869,1870,18,Male,Blouse,Clothing,77,West Virginia,Beige,6/24/2023,3.9,No,2-Day Shipping,No,No,16,Debit Card,Every 3 Months
1870,1871,43,Male,Blouse,Clothing,99,Wyoming,Violet,6/24/2023,4.3,No,Store Pickup,No,No,27,Debit Card,Fortnightly
1871,1872,56,Male,Jeans,Clothing,96,Illinois,Violet,6/25/2023,2.7,No,Standard,No,No,14,Cash,Every 3 Months
1872,1873,43,Male,T-shirt,Clothing,64,Alaska,Lavender,6/25/2023,4.6,No,Standard,No,No,24,Credit Card,Monthly
1873,1874,64,Male,Sweater,Clothing,44,Wisconsin,Red,6/25/2023,2.9,No,Express,No,No,49,Bank Transfer,Weekly
1874,1875,67,Male,Pants,Clothing,33,Indiana,Purple,6/25/2023,3.6,No,Free Shipping,No,No,14,Cash,Weekly
1875,1876,63,Male,Boots,Footwear,71,Tennessee,Brown,6/25/2023,3.9,No,Next Day Air,No,No,6,Credit Card,Quarterly
1876,1877,54,Male,Skirt,Clothing,36,Illinois,Gray,6/25/2023,2.6,No,Standard,No,No,20,Venmo,Quarterly
1877,1878,69,Male,Gloves,Accessories,62,Pennsylvania,Pink,6/25/2023,3.6,No,Express,No,No,3,Credit Card,Annually
1878,1879,34,Male,Socks,Clothing,29,Oklahoma,Magenta,6/26/2023,3.4,No,Store Pickup,No,No,5,Credit Card,Monthly
1879,1880,56,Male,T-shirt,Clothing,33,Tennessee,Charcoal,6/26/2023,3.5,No,Express,No,No,46,Cash,Bi-Weekly
1880,1881,34,Male,Blouse,Clothing,33,New Jersey,Yellow,6/26/2023,3.1,No,2-Day Shipping,No,No,8,Debit Card,Monthly
1881,1882,58,Male,Blouse,Clothing,41,New Jersey,Red,6/26/2023,4.3,No,Standard,No,No,13,Cash,Bi-Weekly
1882,1883,44,Male,Scarf,Accessories,54,Tennessee,Blue,6/26/2023,5,No,Store Pickup,No,No,25,Bank Transfer,Quarterly
1883,1884,25,Male,Backpack,Accessories,58,Georgia,Cyan,6/26/2023,4.9,No,Store Pickup,No,No,39,Debit Card,Fortnightly
1884,1885,27,Male,Shorts,Clothing,30,Arizona,Pink,6/26/2023,4.3,No,Next Day Air,No,No,15,Bank Transfer,Bi-Weekly
1885,1886,26,Male,Jewelry,Accessories,53,Nevada,Maroon,6/26/2023,4.4,No,Standard,No,No,35,Cash,Monthly
1886,1887,18,Male,Gloves,Accessories,91,Arkansas,Beige,6/26/2023,4.4,No,Next Day Air,No,No,46,Cash,Bi-Weekly
1887,1888,64,Male,Hoodie,Clothing,44,North Dakota,Gold,6/26/2023,3.5,No,Express,No,No,3,PayPal,Monthly
1888,1889,62,Male,Hoodie,Clothing,89,South Dakota,Turquoise,6/26/2023,3.4,No,Free Shipping,No,No,48,Credit Card,Weekly
1889,1890,59,Male,Skirt,Clothing,57,North Carolina,Peach,6/26/2023,2.5,No,Next Day Air,No,No,27,Bank Transfer,Weekly
1890,1891,36,Male,Sunglasses,Accessories,57,Hawaii,Lavender,6/26/2023,3.4,No,Store Pickup,No,No,5,Credit Card,Weekly
1891,1892,69,Male,Jewelry,Accessories,74,New Hampshire,Gray,6/27/2023,2.6,No,Next Day Air,No,No,48,Debit Card,Quarterly
1892,1893,39,Male,Jacket,Outerwear,30,California,Blue,6/27/2023,4.6,No,2-Day Shipping,No,No,12,Venmo,Weekly
1893,1894,28,Male,Dress,Clothing,20,Delaware,Red,6/27/2023,3.7,No,Express,No,No,10,PayPal,Fortnightly
1894,1895,42,Male,Hoodie,Clothing,90,Arizona,Purple,6/27/2023,2.5,No,Free Shipping,No,No,48,Debit Card,Bi-Weekly
1895,1896,31,Male,Jeans,Clothing,61,Washington,Indigo,6/27/2023,4.5,No,Express,No,No,3,Debit Card,Monthly
1896,1897,57,Male,Sandals,Footwear,51,Nevada,Gold,6/27/2023,2.9,No,Standard,No,No,19,Venmo,Monthly
1897,1898,53,Male,Sunglasses,Accessories,97,Alaska,Teal,6/27/2023,2.9,No,Free Shipping,No,No,11,Debit Card,Fortnightly
1898,1899,59,Male,Pants,Clothing,97,Texas,Magenta,6/27/2023,3.5,No,Next Day Air,No,No,25,Venmo,Monthly
1899,1900,32,Male,Shorts,Clothing,40,New York,Maroon,6/28/2023,4.2,No,Store Pickup,No,No,42,PayPal,Weekly
1900,1901,65,Male,Jewelry,Accessories,85,Iowa,Blue,6/28/2023,3.3,No,Free Shipping,No,No,34,Cash,Quarterly
1901,1902,56,Male,Socks,Clothing,76,Arizona,Beige,6/28/2023,3.9,No,Store Pickup,No,No,50,Cash,Quarterly
1902,1903,31,Male,Sandals,Footwear,22,New Mexico,Olive,6/28/2023,5,No,Store Pickup,No,No,21,Venmo,Monthly
1903,1904,59,Male,Pants,Clothing,63,North Carolina,Gold,6/28/2023,3.3,No,Standard,No,No,37,Bank Transfer,Weekly
1904,1905,22,Male,T-shirt,Clothing,71,Nevada,Silver,6/28/2023,4.2,No,Free Shipping,No,No,46,Cash,Monthly
1905,1906,47,Male,Boots,Footwear,35,Idaho,Teal,6/28/2023,4.9,No,2-Day Shipping,No,No,14,Bank Transfer,Fortnightly
1906,1907,23,Male,Backpack,Accessories,30,Vermont,Green,6/28/2023,4.6,No,2-Day Shipping,No,No,24,PayPal,Fortnightly
1907,1908,69,Male,Skirt,Clothing,74,New Mexico,Orange,6/28/2023,4.8,No,Store Pickup,No,No,36,Credit Card,Every 3 Months
1908,1909,18,Male,Scarf,Accessories,71,Georgia,Charcoal,6/29/2023,2.7,No,Next Day Air,No,No,19,Debit Card,Bi-Weekly
1909,1910,50,Male,Sweater,Clothing,84,Kentucky,Black,6/29/2023,4.3,No,Store Pickup,No,No,12,Credit Card,Monthly
1910,1911,29,Male,Sandals,Footwear,38,New York,Yellow,6/29/2023,3.8,No,Express,No,No,13,Debit Card,Quarterly
1911,1912,65,Male,Jewelry,Accessories,81,Arizona,Gray,6/29/2023,4.9,No,Express,No,No,32,Debit Card,Bi-Weekly
1912,1913,29,Male,Sweater,Clothing,56,Colorado,Charcoal,6/29/2023,3.4,No,2-Day Shipping,No,No,5,Credit Card,Bi-Weekly
1913,1914,49,Male,Skirt,Clothing,48,Kentucky,Peach,6/29/2023,3.6,No,Express,No,No,29,Cash,Annually
1914,1915,28,Male,Shorts,Clothing,97,Alaska,Green,6/29/2023,3.4,No,Standard,No,No,40,Credit Card,Fortnightly
1915,1916,51,Male,Backpack,Accessories,74,Alabama,Magenta,6/29/2023,4.7,No,2-Day Shipping,No,No,44,Cash,Weekly
1916,1917,26,Male,Hoodie,Clothing,50,Connecticut,Beige,6/29/2023,3,No,Next Day Air,No,No,3,Debit Card,Bi-Weekly
1917,1918,38,Male,Skirt,Clothing,71,Hawaii,Black,6/29/2023,3.4,No,Free Shipping,No,No,35,PayPal,Bi-Weekly
1918,1919,35,Male,Skirt,Clothing,33,Idaho,Purple,6/29/2023,4.6,No,Standard,No,No,33,Debit Card,Monthly
1919,1920,34,Male,Backpack,Accessories,56,Virginia,Olive,6/29/2023,3.1,No,Express,No,No,20,PayPal,Bi-Weekly
1920,1921,51,Male,Blouse,Clothing,84,Connecticut,Purple,6/30/2023,2.8,No,Standard,No,No,40,Cash,Every 3 Months
1921,1922,47,Male,Shirt,Clothing,36,Michigan,Green,6/30/2023,3.5,No,Store Pickup,No,No,13,Venmo,Annually
1922,1923,18,Male,Gloves,Accessories,63,Kentucky,Peach,6/30/2023,4.6,No,Standard,No,No,9,PayPal,Monthly
1923,1924,64,Male,Sandals,Footwear,36,Nebraska,Blue,6/30/2023,4.3,No,Standard,No,No,7,Cash,Annually
1924,1925,30,Male,Jacket,Outerwear,63,Michigan,Gray,6/30/2023,4.8,No,Free Shipping,No,No,42,PayPal,Quarterly
1925,1926,59,Male,Sneakers,Footwear,32,Utah,Black,6/30/2023,2.9,No,Express,No,No,44,Credit Card,Fortnightly
1926,1927,66,Male,Backpack,Accessories,93,New Mexico,Silver,6/30/2023,3,No,Express,No,No,6,PayPal,Annually
1927,1928,40,Male,Pants,Clothing,29,Florida,Pink,6/30/2023,2.9,No,Standard,No,No,8,Cash,Every 3 Months
1928,1929,25,Male,Sunglasses,Accessories,92,Mississippi,Lavender,6/30/2023,3.7,No,Standard,No,No,10,PayPal,Weekly
1929,1930,59,Male,Jeans,Clothing,33,Hawaii,Brown,6/30/2023,4.7,No,Standard,No,No,46,Venmo,Quarterly
1930,1931,66,Male,Pants,Clothing,52,North Carolina,Turquoise,6/30/2023,3.5,No,Store Pickup,No,No,26,Cash,Weekly
1931,1932,54,Male,Jewelry,Accessories,42,Illinois,Olive,7/1/2023,2.7,No,Store Pickup,No,No,6,Debit Card,Every 3 Months
1932,1933,42,Male,Hoodie,Clothing,36,Maryland,White,7/1/2023,5,No,Free Shipping,No,No,47,Credit Card,Every 3 Months
1933,1934,48,Male,Sandals,Footwear,67,Montana,Violet,7/1/2023,4.1,No,Next Day Air,No,No,28,Venmo,Annually
1934,1935,34,Male,Jacket,Outerwear,43,Michigan,Gold,7/1/2023,2.7,No,Free Shipping,No,No,23,Bank Transfer,Annually
1935,1936,19,Male,Blouse,Clothing,68,North Carolina,Violet,7/1/2023,4.8,No,Free Shipping,No,No,45,Cash,Fortnightly
1936,1937,70,Male,Jewelry,Accessories,60,Minnesota,Teal,7/1/2023,4.3,No,2-Day Shipping,No,No,44,PayPal,Every 3 Months
1937,1938,43,Male,Socks,Clothing,53,Delaware,Olive,7/1/2023,4.5,No,2-Day Shipping,No,No,11,Bank Transfer,Monthly
1938,1939,46,Male,Jeans,Clothing,23,Kentucky,Blue,7/1/2023,3.8,No,Standard,No,No,39,Debit Card,Bi-Weekly
1939,1940,66,Male,Gloves,Accessories,57,Ohio,Magenta,7/1/2023,3.7,No,Store Pickup,No,No,20,PayPal,Every 3 Months
1940,1941,50,Male,Hat,Accessories,89,Alaska,Gray,7/1/2023,3.9,No,2-Day Shipping,No,No,48,PayPal,Fortnightly
1941,1942,55,Male,Shoes,Footwear,99,Vermont,Peach,7/2/2023,3.3,No,Standard,No,No,46,Credit Card,Quarterly
1942,1943,63,Male,Pants,Clothing,28,Alabama,Cyan,7/2/2023,3.4,No,Express,No,No,22,PayPal,Monthly
1943,1944,32,Male,Socks,Clothing,53,Wisconsin,Violet,7/2/2023,3.8,No,Next Day Air,No,No,45,Cash,Annually
1944,1945,30,Male,Hoodie,Clothing,45,Arkansas,Gold,7/2/2023,2.7,No,Free Shipping,No,No,49,Cash,Every 3 Months
1945,1946,35,Male,Hoodie,Clothing,38,Georgia,Gold,7/3/2023,2.9,No,2-Day Shipping,No,No,9,Credit Card,Every 3 Months
1946,1947,59,Male,Pants,Clothing,49,Louisiana,White,7/3/2023,4.5,No,Standard,No,No,41,Credit Card,Quarterly
1947,1948,59,Male,Shirt,Clothing,32,New York,Gray,7/3/2023,2.6,No,Store Pickup,No,No,2,PayPal,Monthly
1948,1949,54,Male,T-shirt,Clothing,37,Connecticut,Brown,7/3/2023,3.1,No,Next Day Air,No,No,39,PayPal,Bi-Weekly
1949,1950,63,Male,Dress,Clothing,80,Nebraska,Gray,7/3/2023,4.7,No,Store Pickup,No,No,12,PayPal,Quarterly
1950,1951,43,Male,Backpack,Accessories,78,Arkansas,Blue,7/3/2023,4.6,No,Free Shipping,No,No,26,PayPal,Every 3 Months
1951,1952,33,Male,Gloves,Accessories,53,Connecticut,Gold,7/3/2023,2.7,No,Next Day Air,No,No,32,Bank Transfer,Bi-Weekly
1952,1953,57,Male,Shoes,Footwear,82,Maryland,Yellow,7/3/2023,4.6,No,2-Day Shipping,No,No,50,Cash,Bi-Weekly
1953,1954,25,Male,Skirt,Clothing,33,Colorado,Green,7/3/2023,4.8,No,Standard,No,No,3,PayPal,Fortnightly
1954,1955,26,Male,Gloves,Accessories,77,Colorado,Pink,7/3/2023,4.2,No,Free Shipping,No,No,3,Venmo,Quarterly
1955,1956,50,Male,Hoodie,Clothing,56,Maine,Pink,7/4/2023,4.9,No,Express,No,No,37,Cash,Monthly
1956,1957,70,Male,Socks,Clothing,37,Oklahoma,Pink,7/4/2023,4.9,No,Express,No,No,20,Credit Card,Fortnightly
1957,1958,68,Male,Gloves,Accessories,54,South Carolina,Cyan,7/4/2023,4.5,No,Store Pickup,No,No,26,Cash,Bi-Weekly
1958,1959,39,Male,Shorts,Clothing,67,Nevada,Gray,7/4/2023,2.7,No,Store Pickup,No,No,47,Cash,Quarterly
1959,1960,46,Male,Shoes,Footwear,90,Colorado,White,7/4/2023,3.1,No,Store Pickup,No,No,7,Credit Card,Every 3 Months
1960,1961,57,Male,Jeans,Clothing,72,Massachusetts,Red,7/4/2023,3.3,No,2-Day Shipping,No,No,40,Credit Card,Annually
1961,1962,47,Male,Boots,Footwear,59,Nevada,Black,7/4/2023,2.6,No,Free Shipping,No,No,45,Debit Card,Quarterly
1962,1963,40,Male,Hat,Accessories,45,Iowa,Silver,7/4/2023,4.4,No,Standard,No,No,20,PayPal,Fortnightly
1963,1964,52,Male,Shorts,Clothing,30,Michigan,Pink,7/4/2023,3.9,No,Standard,No,No,11,Credit Card,Weekly
1964,1965,40,Male,Pants,Clothing,51,West Virginia,Cyan,7/4/2023,4.6,No,Express,No,No,50,Debit Card,Monthly
1965,1966,67,Male,Sweater,Clothing,90,Indiana,White,7/4/2023,4.9,No,Express,No,No,25,Debit Card,Quarterly
1966,1967,67,Male,Jacket,Outerwear,95,Indiana,Purple,7/5/2023,3.7,No,Express,No,No,5,Credit Card,Fortnightly
1967,1968,37,Male,Dress,Clothing,81,Georgia,Yellow,7/5/2023,3.7,No,Standard,No,No,4,Venmo,Annually
1968,1969,67,Male,Shirt,Clothing,70,Minnesota,Blue,7/5/2023,4.2,No,Standard,No,No,25,Credit Card,Weekly
1969,1970,64,Male,Dress,Clothing,32,Louisiana,Cyan,7/5/2023,3.5,No,Next Day Air,No,No,11,Bank Transfer,Fortnightly
1970,1971,28,Male,Belt,Accessories,94,Maryland,Indigo,7/5/2023,2.9,No,Next Day Air,No,No,4,Credit Card,Bi-Weekly
1971,1972,54,Male,Hat,Accessories,29,Pennsylvania,Indigo,7/5/2023,3.4,No,Next Day Air,No,No,1,Venmo,Monthly
1972,1973,54,Male,Backpack,Accessories,31,Louisiana,Silver,7/5/2023,3.3,No,Express,No,No,48,PayPal,Every 3 Months
1973,1974,24,Male,Skirt,Clothing,20,Maryland,Red,7/5/2023,4.5,No,Standard,No,No,9,Venmo,Every 3 Months
1974,1975,27,Male,Gloves,Accessories,44,Tennessee,Peach,7/5/2023,4.6,No,2-Day Shipping,No,No,2,PayPal,Fortnightly
1975,1976,53,Male,Jacket,Outerwear,77,Illinois,Turquoise,7/5/2023,2.9,No,Express,No,No,4,Cash,Quarterly
1976,1977,32,Male,Handbag,Accessories,51,Wyoming,Pink,7/5/2023,3.2,No,Next Day Air,No,No,43,PayPal,Fortnightly
1977,1978,24,Male,Sandals,Footwear,49,Florida,Teal,7/5/2023,2.6,No,Free Shipping,No,No,32,Bank Transfer,Annually
1978,1979,45,Male,Sunglasses,Accessories,78,Massachusetts,Magenta,7/6/2023,3.8,No,Store Pickup,No,No,1,Cash,Quarterly
1979,1980,49,Male,Jeans,Clothing,98,Tennessee,Blue,7/6/2023,2.8,No,Store Pickup,No,No,38,Debit Card,Fortnightly
1980,1981,51,Male,Sandals,Footwear,94,Iowa,Green,7/6/2023,4.4,No,Store Pickup,No,No,25,PayPal,Fortnightly
1981,1982,69,Male,Shoes,Footwear,91,Michigan,Violet,7/6/2023,4.7,No,Express,No,No,42,PayPal,Quarterly
1982,1983,41,Male,Sunglasses,Accessories,77,Kansas,Turquoise,7/6/2023,2.7,No,2-Day Shipping,No,No,32,PayPal,Monthly
